time,quad x,quad y,quad z,kftag x,kftag y,kftag z,tag x,tag y,tag z,true tag x,true tag y,/qe0_position,/qe1_position,/qe2_position,/qe3_position,/qe4_position,/qe5_position,/qe6_position,/qe7_position
0.6502580642700195,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
0.7002274990081787,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
0.7501962184906006,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
0.8002910614013672,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
0.8502686023712158,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
0.9002363681793213,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
0.9502279758453369,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
1.00022292137146,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
1.0502808094024658,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
1.10023832321167,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
1.1502234935760498,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
1.200261116027832,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
1.2502467632293701,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
1.300243854522705,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
1.3502106666564941,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
1.4002771377563477,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
1.4502248764038086,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
1.5002708435058594,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
1.550250768661499,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
1.6002557277679443,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
1.6502809524536133,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
1.7002367973327637,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
1.7502129077911377,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
1.8002283573150635,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
1.8502254486083984,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
1.900238037109375,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
1.9502298831939697,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
2.0002448558807373,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
2.050241470336914,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
2.1002774238586426,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
2.150237560272217,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
2.2002358436584473,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
2.2502377033233643,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
2.3002545833587646,,,,,,,,,,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
2.350208282470703,,,,,,,2.6251104020750873,-8.679051308604697,-29.333133008358665,,,"[None, None, None]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, -29.333133008358665]"
2.4002597332000732,,,,,,,2.8425296090644987,-8.977080588718087,-29.073580228059637,,,"[None, None, None]","[0.0, 0.0, -29.333133008358665]","[0.0, 0.0, -29.333133008358665]","[0.0, 0.0, -29.333133008358665]","[0.0, 0.0, -29.333133008358665]","[0.0, 0.0, -29.333133008358665]","[0.0, 0.0, -29.333133008358665]","[0.0, 0.0, -29.333133008358665]"
2.4501845836639404,5.016029357910156,4.997203350067139,24.46837043762207,,,,2.943317054288138,-8.937878974464223,-29.073580228059637,,,"[None, None, None]","[2.701986842281725, -8.933217597553487, -29.073580228059637]","[2.0847750100540554, -6.892612693490243, -29.073580228059637]","[0.9951744626862039, -3.2902121814911847, -29.073580228059637]","[0.6321554278326459, -2.090010914906867, -29.073580228059637]","[0.3014125235653157, -0.9965199006531429, -29.073580228059637]","[0.2292461605429631, -0.7579259097370701, -29.073580228059637]","[0.23083851754112655, -0.7631905066385002, -29.073580228059637]"
2.5002105236053467,5.016383647918701,4.996564865112305,24.46891975402832,2.710403917463739,-8.800586274639295,-29.073580228059637,2.602050073774755,-8.679426157558034,-29.073580228059637,1.8173818588256836,-7.523502349853516,"[None, None, None]","[3.1325497133177453, -9.91587056588973, -29.073580228059637]","[2.0847750100540554, -6.892612693490243, -29.073580228059637]","[1.9132241875189824, -6.136963544722838, -29.073580228059637]","[0.6321554278326459, -2.090010914906867, -29.073580228059637]","[0.6856726930177751, -2.2059069344608315, -29.073580228059637]","[0.5270744175735262, -1.6960880849924118, -29.073580228059637]","[0.5305160599394224, -1.7071588125807653, -29.073580228059637]"
2.550210475921631,5.016737937927246,4.995883464813232,24.469511032104492,2.8008429122258374,-8.851147098350912,-29.073580228059637,2.9074780852524986,-8.814389664239878,-29.073580228059637,1.8170275688171387,-7.522863864898682,"[None, None, None]","[3.1325497133177453, -9.91587056588973, -29.073580228059637]","[2.9641509425946566, -9.183002990823239, -29.073580228059637]","[1.9132241875189824, -6.136963544722838, -29.073580228059637]","[1.2128009156499042, -3.8261551473750295, -29.073580228059637]","[0.6856726930177751, -2.2059069344608315, -29.073580228059637]","[0.5270744175735262, -1.6960880849924118, -29.073580228059637]","[0.8118622531705124, -2.5548593634315635, -29.073580228059637]"
2.6002438068389893,5.016737937927246,4.995883464813232,24.469511032104492,2.8008429122258374,-8.851147098350912,-29.073580228059637,2.5722642812757552,-8.771398492303351,-29.092806294535748,1.8166732788085938,-7.522182464599609,"[None, None, None]","[3.2433555534044958, -9.867225262882842, -29.073580228059637]","[2.9701708358829917, -9.678364696156319, -29.073580228059637]","[2.376603328133858, -7.76511801221022, -29.073580228059637]","[1.6109765244632532, -5.187740615289891, -29.073580228059637]","[0.9908629786241959, -3.231148922900398, -29.073580228059637]","[0.7702649128090109, -2.511518591204965, -29.073580228059637]","[0.8118622531705124, -2.5548593634315635, -29.073580228059637]"
2.650256633758545,5.017080307006836,4.995172023773193,24.470136642456055,2.84810273446948,-8.835169256935703,-29.092806294535748,2.739534887731564,-8.918151968568294,-29.092806294535748,1.816330909729004,-7.52147102355957,"[None, None, None]","[3.1905358147551413, -9.666318767008699, -29.092806294535748]","[3.189682522048883, -9.884334599640164, -29.092806294535748]","[2.8000723700578782, -8.86245826457027, -29.092806294535748]","[2.007319982188726, -6.343506382601986, -29.092806294535748]","[1.3043041747241788, -4.161619628619575, -29.092806294535748]","[1.023156824647796, -3.2664968063619084, -29.092806294535748]","[1.0635162031665697, -3.311481758551043, -29.092806294535748]"
2.700230836868286,5.017328262329102,4.994604587554932,24.470632553100586,2.7422078605977336,-8.806704155894511,-29.092806294535748,2.5037940604521713,-8.67215047414253,-29.092806294535748,1.8160829544067383,-7.520903587341309,"[None, None, None]","[2.8151655948501695, -9.544689201730224, -29.092806294535748]","[3.189682522048883, -9.884334599640164, -29.092806294535748]","[2.933762544559037, -9.54416035941164, -29.092806294535748]","[2.007319982188726, -6.343506382601986, -29.092806294535748]","[1.5397239454315945, -4.988521152361086, -29.092806294535748]","[1.219839033252805, -3.951446318251403, -29.092806294535748]","[1.2587173989694673, -3.9974484801050054, -29.092806294535748]"
2.750173807144165,5.017535209655762,4.994071960449219,24.471097946166992,2.7385581660664435,-8.847912813081924,-29.17286569622783,2.816606860614267,-8.839490906337938,-29.17286569622783,1.8158760070800781,-7.520370960235596,"[None, None, None]","[2.8151655948501695, -9.544689201730224, -29.092806294535748]","[3.1123116138599887, -9.971225090212567, -29.092806294535748]","[2.933762544559037, -9.54416035941164, -29.092806294535748]","[2.300979606016204, -7.327392143508271, -29.092806294535748]","[1.5397239454315945, -4.988521152361086, -29.092806294535748]","[1.219839033252805, -3.951446318251403, -29.092806294535748]","[1.4543801399342502, -4.640748973239616, -29.17286569622783]"
2.8001816272735596,5.017813682556152,4.993178367614746,24.47191619873047,2.7385581660664435,-8.847912813081924,-29.17286569622783,2.5283532019487027,-8.552187288086412,-29.17286569622783,1.8157544136047363,-7.520018577575684,"[None, None, None]","[2.9483427502292034, -9.631177030922826, -29.17286569622783]","[2.884935135969123, -9.749484831149921, -29.17286569622783]","[2.98268950206219, -9.922255054649058, -29.17286569622783]","[2.4947902991637347, -8.09417855298298, -29.17286569622783]","[1.7422192937246825, -5.718719179008557, -29.17286569622783]","[1.3933334761667255, -4.569551460503256, -29.17286569622783]","[1.4543801399342502, -4.640748973239616, -29.17286569622783]"
2.850374460220337,5.017813682556152,4.993178367614746,24.47191619873047,2.7680188287771554,-8.843944314429493,-29.17286569622783,2.6277185876497215,-8.648609767771658,-29.02796975473146,1.8155975341796875,-7.519477367401123,"[None, None, None]","[3.020654555352957, -9.498054659673297, -29.17286569622783]","[3.035870197082951, -9.750323507174992, -29.02796975473146]","[3.130976126355944, -10.20273148695297, -29.17286569622783]","[2.7207739171060257, -8.765293474733104, -29.02796975473146]","[1.9654133590165934, -6.398885872773006, -29.17286569622783]","[1.5835761600214187, -5.154652276869722, -29.17286569622783]","[1.641891622151835, -5.2245815648723495, -29.17286569622783]"
2.900240659713745,5.017877101898193,4.992908954620361,24.47216796875,2.6696728910063867,-8.723083369004662,-29.02796975473146,2.833993295498952,-8.97632453432304,-29.02796975473146,1.8155341148376465,-7.519207954406738,"[None, None, None]","[2.707006918366389, -9.1362002508224, -29.02796975473146]","[3.035870197082951, -9.750323507174992, -29.02796975473146]","[3.0993102558380308, -10.229060580555695, -29.02796975473146]","[2.7207739171060257, -8.765293474733104, -29.02796975473146]","[2.1301427061956675, -6.976514785026197, -29.02796975473146]","[1.7314443143275469, -5.666977328820184, -29.02796975473146]","[1.786987626405593, -5.735288497749165, -29.02796975473146]"
2.9501659870147705,5.017983913421631,4.992196083068848,24.472911834716797,2.6436397583294045,-8.680557368596375,-29.02796975473146,2.8994545603057635,-8.967934463569716,-29.02796975473146,1.81544828414917,-7.518702507019043,"[None, None, None]","[2.707006918366389, -9.1362002508224, -29.02796975473146]","[2.9233250774546886, -9.550255267615107, -29.02796975473146]","[3.0993102558380308, -10.229060580555695, -29.02796975473146]","[2.867828300246087, -9.278380354796857, -29.02796975473146]","[2.1301427061956675, -6.976514785026197, -29.02796975473146]","[1.7314443143275469, -5.666977328820184, -29.02796975473146]","[1.9305211195011782, -6.216548520677046, -29.02796975473146]"
3.000229597091675,5.017983913421631,4.992196083068848,24.472911834716797,2.6436397583294045,-8.680557368596375,-29.02796975473146,2.9054121793383105,-8.927493554387105,-29.183693075238416,1.815427303314209,-7.518495082855225,"[None, None, None]","[2.776852092404193, -9.166539769236193, -29.02796975473146]","[3.0312993793039777, -9.689912595909139, -29.02796975473146]","[3.189555042824497, -10.37575272390731, -29.02796975473146]","[3.0302121496408843, -9.76436873036296, -29.02796975473146]","[2.3177241176165957, -7.552412042117209, -29.02796975473146]","[1.8970715969617675, -6.180908167877159, -29.02796975473146]","[1.9305211195011782, -6.216548520677046, -29.02796975473146]"
3.050226926803589,5.017991065979004,4.991891860961914,24.473304748535156,2.7383438574071626,-8.783791106651966,-29.183693075238416,2.5485668570498636,-8.61958407711712,-29.183693075238416,1.815420150756836,-7.518190860748291,"[None, None, None]","[3.0526951698755553, -9.458553926608563, -29.183693075238416]","[3.103530545343281, -9.683607996757194, -29.183693075238416]","[3.2646573483895502, -10.42805658903294, -29.183693075238416]","[3.1759117382313984, -10.15550247671121, -29.183693075238416]","[2.495825979582941, -8.072353740731769, -29.183693075238416]","[2.0567092314235547, -6.6564945335015215, -29.183693075238416]","[2.0888561257700715, -6.692159255293766, -29.183693075238416]"
3.100219964981079,5.017967224121094,4.991669654846191,24.47364616394043,2.8060107130603407,-8.838431165115486,-29.183693075238416,2.513548660481692,-8.586366707410122,-29.183693075238416,1.815443992614746,-7.517968654632568,"[None, None, None]","[3.06267452963318, -9.391721485281268, -29.183693075238416]","[3.103530545343281, -9.683607996757194, -29.183693075238416]","[3.3050536887643465, -10.404092856253525, -29.183693075238416]","[3.1759117382313984, -10.15550247671121, -29.183693075238416]","[2.6578316769244, -8.537173598466877, -29.183693075238416]","[2.2055028016373956, -7.094276048066699, -29.183693075238416]","[2.236358720591961, -7.129728118841985, -29.183693075238416]"
3.150221109390259,5.017922401428223,4.991527080535889,24.47395133972168,2.7053776073119655,-8.749270041139441,-29.283536008591522,2.902163519662189,-8.820753490619817,-29.283536008591522,1.8154888153076172,-7.517826080322266,"[None, None, None]","[3.06267452963318, -9.391721485281268, -29.183693075238416]","[2.841035638821523, -9.367455570243157, -29.183693075238416]","[3.3050536887643465, -10.404092856253525, -29.183693075238416]","[3.2195687235647172, -10.392693505471795, -29.183693075238416]","[2.6578316769244, -8.537173598466877, -29.183693075238416]","[2.2055028016373956, -7.094276048066699, -29.183693075238416]","[2.340955537080076, -7.508152521997785, -29.283536008591522]"
3.200225591659546,5.0178399085998535,4.991422176361084,24.474332809448242,2.7053776073119655,-8.749270041139441,-29.283536008591522,2.823903989495932,-8.93095653240722,-29.283536008591522,1.8155713081359863,-7.517721176147461,"[None, None, None]","[2.6761634724034247, -9.02436521257791, -29.283536008591522]","[2.714777379660114, -9.197327572781532, -29.283536008591522]","[3.158166011169836, -10.206087522803116, -29.283536008591522]","[3.2411138879384485, -10.562480908158651, -29.283536008591522]","[2.755603034214871, -8.91392830957389, -29.283536008591522]","[2.3083577094624954, -7.470216181339081, -29.283536008591522]","[2.340955537080076, -7.508152521997785, -29.283536008591522]"
3.250206470489502,5.017745018005371,4.991390228271484,24.47465705871582,2.782139663075925,-8.771374631840752,-29.283536008591522,2.816808525302696,-8.841562094396734,-29.283536008591522,1.8156661987304688,-7.517689228057861,"[None, None, None]","[3.010732089708986, -9.175201250133236, -29.283536008591522]","[2.964275429445539, -9.287047261216998, -29.283536008591522]","[3.205603766021311, -10.128741044596055, -29.283536008591522]","[3.332394628080837, -10.7300291468732, -29.283536008591522]","[2.8907217134220335, -9.280584487783559, -29.283536008591522]","[2.438638206759621, -7.840618355783436, -29.283536008591522]","[2.469821820874526, -7.877822727698965, -29.283536008591522]"
3.3002560138702393,5.017634391784668,4.991402626037598,24.47496223449707,2.8025426612037068,-8.832310709365814,-29.283536008591522,2.607648616529663,-8.759364776032134,-29.240326527345417,1.8157768249511719,-7.517701625823975,"[None, None, None]","[2.9390930272882354, -9.266164765062351, -29.283536008591522]","[2.964275429445539, -9.287047261216998, -29.283536008591522]","[3.1945241399011066, -10.085452726906688, -29.240326527345417]","[3.332394628080837, -10.7300291468732, -29.283536008591522]","[3.002699356108122, -9.62231905234095, -29.240326527345417]","[2.5530340008183168, -8.194940807087399, -29.240326527345417]","[2.582796393935259, -8.231340183618958, -29.283536008591522]"
3.3501803874969482,5.0174994468688965,4.991451263427734,24.475257873535156,2.81340723349915,-8.837395671692411,-29.240326527345417,2.5250150012262473,-8.755938972129401,-29.240326527345417,1.8159117698669434,-7.517750263214111,"[None, None, None]","[2.9390930272882354, -9.266164765062351, -29.283536008591522]","[2.970039201685117, -9.299127363286326, -29.240326527345417]","[3.1945241399011066, -10.085452726906688, -29.240326527345417]","[3.3848664568788354, -10.851126277672222, -29.240326527345417]","[3.002699356108122, -9.62231905234095, -29.240326527345417]","[2.5530340008183168, -8.194940807087399, -29.240326527345417]","[2.6872739872780342, -8.552292413830006, -29.240326527345417]"
3.4003121852874756,5.017325401306152,4.991540431976318,24.475553512573242,2.81340723349915,-8.837395671692411,-29.240326527345417,2.8467614101430008,-8.946948584507673,-29.22054703588613,1.8160858154296875,-7.517839431762695,"[None, None, None]","[2.916359740504726, -9.145765879566728, -29.240326527345417]","[2.7991080030092412, -9.20737269276685, -29.240326527345417]","[3.08707246477425, -9.951572896261373, -29.240326527345417]","[3.377781353678471, -10.910754159431198, -29.240326527345417]","[3.076253622539718, -9.906121494361319, -29.240326527345417]","[2.640580370508424, -8.509631842202358, -29.240326527345417]","[2.6872739872780342, -8.552292413830006, -29.240326527345417]"
3.450287103652954,5.0171966552734375,4.991618633270264,24.47574234008789,2.7004858193915564,-8.805635436830295,-29.22054703588613,2.854219703747357,-9.046925744386456,-29.22054703588613,1.8162145614624023,-7.517917633056641,"[None, None, None]","[2.599762660515651, -9.018377069224186, -29.22054703588613]","[2.669333448854741, -9.144772581664764, -29.22054703588613]","[2.9696387136297036, -9.82723935920519, -29.22054703588613]","[3.3457537107877555, -10.934180449603753, -29.22054703588613]","[3.1304725779302243, -10.156530120786087, -29.22054703588613]","[2.7146887382364153, -8.80195176807029, -29.22054703588613]","[2.7590136715497557, -8.843206496432515, -29.22054703588613]"
