time,quad x,quad y,quad z,kftag x,kftag y,kftag z,tag x,tag y,tag z,true tag x,true tag y
5.817413330078125e-05,4.9787797927856445,5.032710075378418,24.49373435974121,0.07158747778420661,-0.11908508173965074,-28.936106984661322,0.07775587334769796,-0.06639208082769432,-28.936106984661322,0.07775587334769796,-0.06639208082769432
0.10027384757995605,4.9786505699157715,5.031998157501221,24.494972229003906,0.08246898720495272,-0.11942862997035798,-29.036405735830122,0.09021972752935703,-0.05092836187299721,-29.036405735830122,0.09021972752935703,-0.05092836187299721
0.2002570629119873,4.978830337524414,5.031149864196777,24.49615478515625,0.09424637619661409,-0.11487896300706656,-29.0253202653561,0.09396580111321651,-0.05074595586475894,-29.039744965087834,0.09396580111321651,-0.05074595586475894
0.30025506019592285,4.979193210601807,5.030323505401611,24.49713134765625,0.10458867085850819,-0.10992218264769282,-29.039744965087834,0.09296610001285721,-0.053050867149995184,-29.080354854550578,0.09296610001285721,-0.053050867149995184
0.4002561569213867,4.980016708374023,5.028958797454834,24.49846839904785,0.11263638465825557,-0.10502170034730907,-29.080354854550578,0.09379709345341691,-0.05410592483006038,-29.003657658068857,0.09379709345341691,-0.05410592483006038
0.5002923011779785,4.9809722900390625,5.027626991271973,24.49958610534668,0.11849517177301103,-0.10067339164530338,-28.956004131638984,0.08972008136248455,-0.05485525122223134,-28.956004131638984,0.08972008136248455,-0.05485525122223134
0.6002624034881592,4.981940269470215,5.026395320892334,24.5004825592041,0.12191275216620083,-0.09673411006264436,-29.023157261129477,0.06921006957798959,-0.03529003638309902,-28.92562027955886,0.06921006957798959,-0.03529003638309902
0.7002553939819336,4.9834980964660645,5.024564266204834,24.50164222717285,0.12200734909648911,-0.09072984427632119,-28.92562027955886,0.06323297816088402,-0.03038733877901123,-29.063030291896084,0.06323297816088402,-0.03038733877901123
0.8002748489379883,4.984524250030518,5.023436069488525,24.502283096313477,0.11826092128443004,-0.0821432811699972,-29.063030291896084,0.05816513596345363,-0.016893967421693468,-28.982543528853384,0.05816513596345363,-0.016893967421693468
0.9002387523651123,4.98665714263916,5.021264553070068,24.503368377685547,0.11288230673846834,-0.07310814411062626,-28.95544612664537,0.05851211694285752,-0.008055287999057192,-28.95544612664537,0.05851211694285752,-0.008055287999057192
1.0002484321594238,4.988525390625,5.019518852233887,24.50411033630371,0.1064902951748095,-0.05938625174044412,-29.01438133463911,0.057221969286478824,-0.0054392022251796845,-29.01438133463911,0.057221969286478824,-0.0054392022251796845
1.1003053188323975,4.9903059005737305,5.01797342300415,24.50469398498535,0.10016498343352372,-0.046735756715735106,-29.021064325107883,0.050763736425851747,0.01164950495211059,-29.042885894717724,0.050763736425851747,0.01164950495211059
1.2002592086791992,4.9923810958862305,5.016294956207275,24.505277633666992,0.09340045993159732,-0.03312920078340648,-29.042885894717724,0.0482948577068667,0.01457744142814743,-29.07006129205874,0.0482948577068667,0.01457744142814743
1.3002734184265137,4.994539737701416,5.014660358428955,24.505834579467773,0.08647650964203854,-0.019765280590754324,-29.07006129205874,0.03407497952215266,0.03200804793442291,-28.92455806254985,0.03407497952215266,0.03200804793442291
1.4002470970153809,4.996798992156982,5.013045310974121,24.506351470947266,0.07960010739954934,-0.007641704778506356,-29.060202864523106,0.025231019975867852,0.04024691913964684,-29.060202864523106,0.025231019975867852,0.04024691913964684
1.5002589225769043,4.998536586761475,5.011855125427246,24.506750106811523,0.06764256082145648,0.009062869232268787,-29.046146591274677,0.01027800540150281,0.04630106696742686,-29.046146591274677,0.01027800540150281,0.04630106696742686
1.600271463394165,5.00139856338501,5.009990215301514,24.507413864135742,0.05348068935297265,0.024630481864970955,-29.00785002940257,0.0005333836072072273,0.051194917424381536,-29.061369843700326,0.0005333836072072273,0.051194917424381536
1.700265645980835,5.003605842590332,5.008599758148193,24.507997512817383,0.03970187456943492,0.03777217533135249,-29.061369843700326,-0.009143123237997486,0.05358143712745367,-29.028387981057715,-0.009143123237997486,0.05358143712745367
1.8002467155456543,5.005290508270264,5.00754976272583,24.50847816467285,0.027100288570532472,0.04965656443535432,-29.028387981057715,-0.031211941275276267,0.05513414447493137,-28.967865608077567,-0.031211941275276267,0.05513414447493137
1.9003026485443115,5.007580280303955,5.006127834320068,24.50920867919922,0.014005328011407563,0.05993597037332409,-29.10124980378621,-0.03965667155683672,0.05975565584661702,-29.10124980378621,-0.03965667155683672,0.05975565584661702
2.000293016433716,5.009288311004639,5.005051136016846,24.50975799560547,-0.004671306826854816,0.06974310691366035,-29.034120594171135,-0.058889682396547016,0.07059123003820567,-29.0476183274995,-0.058889682396547016,0.07059123003820567
2.100388765335083,5.010743618011475,5.004092693328857,24.510290145874023,-0.02102827692766291,0.07791452346918559,-29.0476183274995,-0.07286067625709247,0.07422609784624079,-29.00489120961312,-0.07286067625709247,0.07422609784624079
2.2002599239349365,5.012100696563721,5.003130912780762,24.510892868041992,-0.03872187627381967,0.08663793615266265,-29.00489120961312,-0.0842577978269814,0.078311110394778,-28.99418386796961,-0.0842577978269814,0.078311110394778
2.3002593517303467,5.012986183166504,5.002461910247803,24.511390686035156,-0.0568429231078534,0.09435403004588643,-29.091546808675403,-0.09275256555176625,0.09432045736548567,-29.091546808675403,-0.09275256555176625,0.09432045736548567
2.400402069091797,5.013873100280762,5.001773357391357,24.51204490661621,-0.07671906486655931,0.10532568205852354,-29.000741033437162,-0.09166426597487654,0.0997758956536492,-29.000741033437162,-0.09166426597487654,0.0997758956536492
