time,quad x,quad y,quad z,kftag x,kftag y,kftag z,tag x,tag y,tag z,true tag x,true tag y,/qe0_position,/qe0_error_covar,/qe1_position,/qe1_error_covar,/qe2_position,/qe2_error_covar,/qe3_position,/qe3_error_covar,/qe4_position,/qe4_error_covar,/qe5_position,/qe5_error_covar,/qe6_position,/qe6_error_covar,/qe7_position,/qe7_error_covar
3.266334533691406e-05,5.016029357910156,4.997203350067139,24.46837043762207,,,,2.943317054288138,-8.937878974464223,-29.073580228059637,,,"[None, None, None]","[None, None, None]","[2.5918983398468574, -8.569246710704538, -29.073580228059637]","[0.007177259793022341, 0.007177259793022341, 0.0]","[2.26864561925879, -7.500519488637155, -29.073580228059637]","[0.007040427899519801, 0.007040427899519801, 0.0]","[2.150092693382924, -7.108563811021269, -29.073580228059637]","[0.005899883287571959, 0.005899883287571959, 0.0]","[2.133898860518905, -7.055024307997441, -29.073580228059637]","[0.00573319386813192, 0.00573319386813192, 0.0]","[2.090030651588228, -6.909988717941883, -29.073580228059637]","[0.004591117945891107, 0.004591117945891107, 0.0]","[2.1320507588208133, -7.048914176610746, -29.073580228059637]","[0.005713989761478501, 0.005713989761478501, 0.0]","[0.0, 0.0, -29.073580228059637]","[0.0059116308551711225, 0.0059116308551711225, 0.0]"
0.05020570755004883,5.016383647918701,4.996564865112305,24.46891975402832,2.710403917463739,-8.800586274639295,-29.073580228059637,2.602050073774755,-8.679426157558034,-29.073580228059637,1.8173818588256836,-7.523502349853516,"[None, None, None]","[None, None, None]","[2.5918983398468574, -8.569246710704538, -29.073580228059637]","[0.007177259793022341, 0.007177259793022341, 0.0]","[3.2183066535302993, -10.255321423021657, -29.073580228059637]","[0.005776238419664185, 0.005776238419664185, 0.0]","[3.3634064810641626, -10.75171000299285, -29.073580228059637]","[0.004955162029218105, 0.004955162029218105, 0.0]","[3.3850698049086523, -10.825794370826703, -29.073580228059637]","[0.004829980743077732, 0.004829980743077732, 0.0]","[2.090030651588228, -6.909988717941883, -29.073580228059637]","[0.004591117945891107, 0.004591117945891107, 0.0]","[3.387572795824266, -10.834353677465248, -29.073580228059637]","[0.004815471628887317, 0.004815471628887317, 0.0]","[2.5669271595101306, -8.106691977036423, -29.073580228059637]","[0.004861704943221889, 0.004861704943221889, 0.0]"
0.10016107559204102,5.016737937927246,4.995883464813232,24.469511032104492,2.8008429122258374,-8.851147098350912,-29.073580228059637,2.9074780852524986,-8.814389664239878,-29.073580228059637,1.8170275688171387,-7.522863864898682,"[None, None, None]","[None, None, None]","[3.070915573342648, -9.368205540768319, -29.073580228059637]","[0.007170352847223885, 0.007170352847223885, 0.0]","[3.5004593699274986, -10.763698466518326, -29.073580228059637]","[0.0056032196353880456, 0.0056032196353880456, 0.0]","[3.8122726934590263, -11.810340962025503, -29.073580228059637]","[0.004516036874152382, 0.004516036874152382, 0.0]","[3.607173033256481, -11.792088041647915, -29.073580228059637]","[0.004333236515527552, 0.004333236515527552, 0.0]","[3.1982010927218956, -10.033342728332748, -29.073580228059637]","[0.0040298741611556705, 0.0040298741611556705, 0.0]","[3.870721402228071, -12.007822916374364, -29.073580228059637]","[0.004311697981519199, 0.004311697981519199, 0.0]","[3.6476860370155255, -11.223346711869242, -29.073580228059637]","[0.004557453813567688, 0.004557453813567688, 0.0]"
0.15014314651489258,5.017080307006836,4.995172023773193,24.470136642456055,2.84810273446948,-8.835169256935703,-29.092806294535748,2.5722642812757552,-8.771398492303351,-29.092806294535748,1.8166732788085938,-7.522182464599609,"[None, None, None]","[None, None, None]","[2.7572802521122726, -9.143995390259326, -29.073580228059637]","[0.007172155938454561, 0.007172155938454561, 0.0]","[3.5004593699274986, -10.763698466518326, -29.073580228059637]","[0.0056032196353880456, 0.0056032196353880456, 0.0]","[3.8122726934590263, -11.810340962025503, -29.073580228059637]","[0.004516036874152382, 0.004516036874152382, 0.0]","[3.607173033256481, -11.792088041647915, -29.073580228059637]","[0.004333236515527552, 0.004333236515527552, 0.0]","[3.5088303267629213, -11.310724679389807, -29.073580228059637]","[0.0036726763307563933, 0.0036726763307563933, 0.0]","[3.870721402228071, -12.007822916374364, -29.073580228059637]","[0.004311697981519199, 0.004311697981519199, 0.0]","[3.7350100685284047, -11.978610466736303, -29.092806294535748]","[0.004244048051209799, 0.004244048051209799, 0.0]"
0.2001960277557373,5.017328262329102,4.994604587554932,24.470632553100586,2.84810273446948,-8.835169256935703,-29.092806294535748,2.739534887731564,-8.918151968568294,-29.092806294535748,1.816330909729004,-7.52147102355957,"[None, None, None]","[None, None, None]","[3.034092311299765, -9.242238157502085, -29.092806294535748]","[0.007173899787479358, 0.007173899787479358, 0.0]","[3.4844767065512756, -10.592653100318095, -29.092806294535748]","[0.0055412576495773545, 0.0055412576495773545, 0.0]","[3.8802227218981877, -11.85392158955197, -29.092806294535748]","[0.00421750526935475, 0.00421750526935475, 0.0]","[3.8076906990092234, -11.990488434629752, -29.092806294535748]","[0.003964646594670369, 0.003964646594670369, 0.0]","[3.7755992612414055, -11.85761027895785, -29.092806294535748]","[0.0034376048039564838, 0.0034376048039564838, 0.0]","[3.9672032413536598, -12.134555921504068, -29.092806294535748]","[0.003934092943797396, 0.003934092943797396, 0.0]","[3.7350100685284047, -11.978610466736303, -29.092806294535748]","[0.004244048051209799, 0.004244048051209799, 0.0]"
0.250169038772583,5.017535209655762,4.994071960449219,24.471097946166992,2.7422078605977336,-8.806704155894511,-29.092806294535748,2.5037940604521713,-8.67215047414253,-29.092806294535748,1.8160829544067383,-7.520903587341309,"[None, None, None]","[None, None, None]","[3.034092311299765, -9.242238157502085, -29.092806294535748]","[0.007173899787479358, 0.007173899787479358, 0.0]","[3.1381764140812614, -10.31770921440886, -29.092806294535748]","[0.005502348458782056, 0.005502348458782056, 0.0]","[3.593361745064406, -11.53555456925188, -29.092806294535748]","[0.003998618042811848, 0.003998618042811848, 0.0]","[3.613883494520168, -11.757094479905657, -29.092806294535748]","[0.0036812590867889355, 0.0036812590867889355, 0.0]","[3.7755992612414055, -11.85761027895785, -29.092806294535748]","[0.0034376048039564838, 0.0034376048039564838, 0.0]","[3.71114587087894, -11.856758316546514, -29.092806294535748]","[0.0036420038940347217, 0.0036420038940347217, 0.0]","[3.629875671333605, -12.018174085687795, -29.092806294535748]","[0.003921663719791, 0.003921663719791, 0.0]"
0.3001561164855957,5.0176568031311035,4.993719577789307,24.471420288085938,2.7385581660664435,-8.847912813081924,-29.17286569622783,2.816606860614267,-8.839490906337938,-29.17286569622783,1.8158760070800781,-7.520370960235596,"[None, None, None]","[None, None, None]","[2.87753273964432, -9.330422583895459, -29.092806294535748]","[0.007175619202267964, 0.007175619202267964, 0.0]","[3.117403120382647, -10.195333247015487, -29.17286569622783]","[0.005476384518864583, 0.005476384518864583, 0.0]","[3.451820542916429, -11.181531957418793, -29.17286569622783]","[0.003844823712451145, 0.003844823712451145, 0.0]","[3.368949024869099, -11.2774793300859, -29.17286569622783]","[0.0034749664265195795, 0.0034749664265195795, 0.0]","[3.755187565527734, -11.943561712136319, -29.092806294535748]","[0.0032907546875994057, 0.0032907546875994057, 0.0]","[3.5577004503395013, -11.485090478109118, -29.17286569622783]","[0.0034283116596296737, 0.0034283116596296737, 0.0]","[3.5758266383126815, -11.810334754038658, -29.092806294535748]","[0.0036415778636343663, 0.0036415778636343663, 0.0]"
0.350139856338501,5.017813682556152,4.993178367614746,24.47191619873047,2.7680188287771554,-8.843944314429493,-29.17286569622783,2.5283532019487027,-8.552187288086412,-29.17286569622783,1.8157544136047363,-7.520018577575684,"[None, None, None]","[None, None, None]","[2.623833265612482, -9.067005103321051, -29.17286569622783]","[0.007177277446941305, 0.007177277446941305, 0.0]","[3.117403120382647, -10.195333247015487, -29.17286569622783]","[0.005476384518864583, 0.005476384518864583, 0.0]","[3.451820542916429, -11.181531957418793, -29.17286569622783]","[0.003844823712451145, 0.003844823712451145, 0.0]","[3.368949024869099, -11.2774793300859, -29.17286569622783]","[0.0034749664265195795, 0.0034749664265195795, 0.0]","[3.510710466233775, -11.541227398665695, -29.17286569622783]","[0.0032083704582371348, 0.0032083704582371348, 0.0]","[3.5577004503395013, -11.485090478109118, -29.17286569622783]","[0.0034283116596296737, 0.0034283116596296737, 0.0]","[3.327251064045358, -11.268714632035245, -29.17286569622783]","[0.003427340738305501, 0.003427340738305501, 0.0]"
0.4001734256744385,5.017877101898193,4.992908954620361,24.47216796875,2.7680188287771554,-8.843944314429493,-29.17286569622783,2.6277185876497215,-8.648609767771658,-29.02796975473146,1.8155975341796875,-7.519477367401123,"[None, None, None]","[None, None, None]","[2.9150672170694945, -9.19533635998693, -29.02796975473146]","[0.007178964342270819, 0.007178964342270819, 0.0]","[3.1323853084782822, -9.95540782522463, -29.17286569622783]","[0.005459709382351425, 0.005459709382351425, 0.0]","[3.3425860103083878, -10.691632359393406, -29.17286569622783]","[0.0037454234535592122, 0.0037454234535592122, 0.0]","[3.306620021338371, -10.806698081085534, -29.17286569622783]","[0.0033381179178988145, 0.0033381179178988145, 0.0]","[3.407936091100511, -11.040169382818721, -29.02796975473146]","[0.003167566443063417, 0.003167566443063417, 0.0]","[3.4188687962804276, -10.94067547847711, -29.17286569622783]","[0.003285974799722204, 0.003285974799722204, 0.0]","[3.327251064045358, -11.268714632035245, -29.17286569622783]","[0.003427340738305501, 0.003427340738305501, 0.0]"
0.4501664638519287,5.01796293258667,4.992403507232666,24.47268295288086,2.6696728910063867,-8.723083369004662,-29.02796975473146,2.833993295498952,-8.97632453432304,-29.02796975473146,1.8155341148376465,-7.519207954406738,"[None, None, None]","[None, None, None]","[2.9150672170694945, -9.19533635998693, -29.02796975473146]","[0.007178964342270819, 0.007178964342270819, 0.0]","[2.8642809262517503, -9.522927273909762, -29.02796975473146]","[0.005449701583703164, 0.005449701583703164, 0.0]","[3.042257077941517, -10.020345061576013, -29.02796975473146]","[0.0036877568345976526, 0.0036877568345976526, 0.0]","[3.0435963696808708, -10.112572593145813, -29.02796975473146]","[0.003257757574383945, 0.003257757574383945, 0.0]","[3.407936091100511, -11.040169382818721, -29.02796975473146]","[0.003167566443063417, 0.003167566443063417, 0.0]","[3.1003070048630614, -10.18713818259745, -29.02796975473146]","[0.0032021843340666006, 0.0032021843340666006, 0.0]","[3.106342391056732, -10.60356967212396, -29.02796975473146]","[0.0032820542380479975, 0.0032820542380479975, 0.0]"
